image_path,xmin,ymin,xmax,ymax,bird_px,box_px,box_measured,img_w,img_h,label,species_resolved,frame,legend_row,class_name,species,category,match_score,candidates,candidate_scores,x_orig,y_orig,shot_x,shot_y,in_bounds,assigned,exported,box_provisional,align_model,align_reproj_err,band,year,colony
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,171.45,583.01,194.45,606.01,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.259|0.099,182.95,594.51,54.0,191.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,167.45,587.01,190.45,610.01,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.262|0.13,178.95,598.51,53.0,192.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,159.45,595.01,182.45,618.01,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.321|0.137,170.95,606.51,51.0,194.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,140.37,611.93,163.37,634.93,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.354|0.189,151.87,623.43,46.23,198.23,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,109.44,639.01,132.44,662.01,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.274|0.183,120.94,650.51,38.5,205.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,91.43,659.01,114.43,682.01,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.349|0.2,102.93,670.51,34.0,210.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,70.36,677.94,93.36,700.94,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.342|0.283,81.86,689.44,28.73,214.73,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,49.42,699.0,72.42,722.0,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,,,60.92,710.5,23.5,220.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2073.64,31.23,2096.64,54.23,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.423,1|0,0.663|0.423,2085.14,42.73,529.5,53.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2183.65,31.25,2206.65,54.25,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.693,1|0,0.693|0.46,2195.15,42.75,557.0,53.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2247.65,31.26,2270.65,54.26,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.672,1|0,0.672|0.449,2259.15,42.76,573.0,53.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2299.65,31.26,2322.65,54.26,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.465,1|0,0.657|0.465,2311.15,42.76,586.0,53.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2423.66,31.28,2446.66,54.28,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.422,1|0,0.664|0.422,2435.16,42.78,617.0,53.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2441.66,35.28,2464.66,58.28,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.701,1|0,0.701|0.501,2453.16,46.78,621.5,54.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2459.66,35.29,2482.66,58.29,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.46,1|0,0.659|0.46,2471.16,46.79,626.0,54.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2527.67,35.3,2550.67,58.3,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.442,1|0,0.663|0.442,2539.17,46.8,643.0,54.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2591.67,35.3,2614.67,58.3,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.703,1|0,0.703|0.474,2603.17,46.8,659.0,54.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2651.67,35.31,2674.67,58.31,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.46,1|0,0.665|0.46,2663.17,46.81,674.0,54.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2723.68,35.32,2746.68,58.32,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.408,1|0,0.644|0.408,2735.18,46.82,692.0,54.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2747.68,35.32,2770.68,58.32,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.444,1|0,0.662|0.444,2759.18,46.82,698.0,54.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2767.68,35.33,2790.68,58.33,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.675,1|0,0.675|0.439,2779.18,46.83,703.0,54.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2811.68,35.33,2834.68,58.33,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.688,1|0,0.688|0.465,2823.18,46.83,714.0,54.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2851.69,35.34,2874.69,58.34,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.678,1|0,0.678|0.444,2863.19,46.84,724.0,54.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2905.69,35.35,2928.69,58.35,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.429,1|0,0.639|0.429,2917.19,46.85,737.5,54.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2951.69,35.35,2974.69,58.35,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.703,1|0,0.703|0.456,2963.19,46.85,749.0,54.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3395.72,35.41,3418.72,58.41,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.668|0.383,3407.22,46.91,860.0,54.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3443.72,35.42,3466.72,58.42,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.716,1|0,0.716|0.447,3455.22,46.92,872.0,54.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2707.68,39.32,2730.68,62.32,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.677,1|0,0.677|0.454,2719.18,50.82,688.0,55.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2983.69,39.36,3006.69,62.36,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.721,1|0,0.721|0.44,2995.19,50.86,757.0,55.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3035.7,39.36,3058.7,62.36,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.695,1|0,0.695|0.402,3047.2,50.86,770.0,55.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3067.7,39.37,3090.7,62.37,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.681,1|0,0.681|0.431,3079.2,50.87,778.0,55.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3097.7,39.37,3120.7,62.37,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.693,1|0,0.693|0.451,3109.2,50.87,785.5,55.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3241.71,43.39,3264.71,66.39,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.58,0|1,0.58|0.514,3253.21,54.89,821.5,56.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3251.71,65.39,3274.71,88.39,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.719,0|1,0.719|0.576,3263.21,76.89,824.0,61.5,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3255.7,79.4,3278.7,102.4,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.681,0|1,0.681|0.613,3267.2,90.9,825.0,65.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3259.7,87.4,3282.7,110.4,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.655,0|1,0.655|0.548,3271.2,98.9,826.0,67.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3275.7,125.4,3298.7,148.4,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.621,0|1,0.621|0.576,3287.2,136.9,830.0,76.5,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3279.7,139.4,3302.7,162.4,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.675,0|1,0.675|0.639,3291.2,150.9,831.0,80.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3283.7,143.4,3306.7,166.4,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.737,0|1,0.737|0.698,3295.2,154.9,832.0,81.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3291.62,701.44,3314.62,724.44,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.728,1|0,0.728|0.722,3303.12,712.94,834.0,220.5,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3295.62,719.44,3318.62,742.44,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.741,0|1,0.741|0.611,3307.12,730.94,835.0,225.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3315.61,839.45,3338.61,862.45,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.708,0|1,0.708|0.667,3327.11,850.95,840.0,255.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3323.6,899.45,3346.6,922.45,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.749,0|1,0.749|0.727,3335.1,910.95,842.0,270.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3327.59,937.46,3350.59,960.46,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.755,0|1,0.755|0.711,3339.09,948.96,843.0,279.5,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3331.59,945.46,3354.59,968.46,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.764,0|1,0.764|0.702,3343.09,956.96,844.0,281.5,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3299.56,1187.47,3322.56,1210.47,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.675,1|0,0.675|0.631,3311.06,1198.97,836.0,342.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3291.55,1223.47,3314.55,1246.47,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.683,1|0,0.683|0.606,3303.05,1234.97,834.0,351.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3275.54,1289.47,3298.54,1312.47,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.695,1|0,0.695|0.695,3287.04,1300.97,830.0,367.5,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3251.53,1413.48,3274.53,1436.48,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.697,1|0,0.697|0.632,3263.03,1424.98,824.0,398.5,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3247.52,1455.48,3270.52,1478.48,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.757,0|1,0.757|0.714,3259.02,1466.98,823.0,409.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2943.44,1927.47,2966.44,1950.47,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.542|0.264,2954.94,1938.97,747.0,527.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2967.44,1927.47,2990.44,1950.47,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.673,1|0,0.673|0.44,2978.94,1938.97,753.0,527.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2935.44,1931.47,2958.44,1954.47,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.428|0.221,2946.94,1942.97,745.0,528.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3121.45,1931.49,3144.45,1954.49,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.693,1|0,0.693|0.436,3132.95,1942.99,791.5,528.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,3227.45,1931.51,3250.45,1954.51,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.903,1|0,0.903|0.622,3238.95,1943.01,818.0,528.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2901.43,1967.46,2924.43,1990.46,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.409|0.321,2912.93,1978.96,736.5,537.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2867.42,1999.46,2890.42,2022.46,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.437|0.293,2878.92,2010.96,728.0,545.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2863.42,2003.46,2886.42,2026.46,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.425|0.299,2874.92,2014.96,727.0,546.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2836.38,2032.42,2859.38,2055.42,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.424|0.278,2847.88,2043.92,720.24,553.24,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2807.41,2063.46,2830.41,2086.46,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.257|0.229,2818.91,2074.96,713.0,561.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2559.4,2067.42,2582.4,2090.42,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.681,1|0,0.681|0.461,2570.9,2078.92,651.0,562.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2631.4,2067.43,2654.4,2090.43,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.687,1|0,0.687|0.434,2642.9,2078.93,669.0,562.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2799.41,2067.46,2822.41,2090.46,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.375|0.178,2810.91,2078.96,711.0,562.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2477.39,2071.41,2500.39,2094.41,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.657|0.359,2488.89,2082.91,630.5,563.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2653.4,2071.44,2676.4,2094.44,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.707,1|0,0.707|0.474,2664.9,2082.94,674.5,563.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2685.4,2071.44,2708.4,2094.44,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.475,1|0,0.671|0.475,2696.9,2082.94,682.5,563.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2709.4,2071.44,2732.4,2094.44,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.472,1|0,0.652|0.472,2720.9,2082.94,688.5,563.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2757.41,2071.45,2780.41,2094.45,18.03,23.0,True,3504,2336,Bird,False,18May11Camera2-Card5-0027,,,,,,1|0,0.389|0.21,2768.91,2082.95,700.5,563.0,True,False,False,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2791.41,2073.46,2814.41,2096.46,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.46,1|0,0.468|0.46,2802.91,2084.96,709.0,563.5,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2463.39,2075.41,2486.39,2098.41,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.715,1|0,0.715|0.399,2474.89,2086.91,627.0,564.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,2399.38,2083.4,2422.38,2106.4,18.03,23.0,True,3504,2336,LAGU bird,True,18May11Camera2-Card5-0027,1.0,LAGU bird,LAGU,bird,0.784,1|0,0.784|0.488,2410.88,2094.9,611.0,566.0,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,1056.98,59.57,1079.98,82.57,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.679,0|1,0.679|0.616,1068.48,71.07,275.35,60.12,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,1406.39,76.35,1429.39,99.35,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.602,0,0.602,1417.89,87.85,362.7,64.3,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
high_resolution_photos/2011/Biloxi South/Biloxi South 5 A/18May11Camera2-Card5-0027.jpg,955.56,93.09,978.56,116.09,18.03,23.0,True,3504,2336,LAGU site,True,18May11Camera2-Card5-0027,0.0,LAGU site,LAGU,site,0.844,0,0.844,967.06,104.59,250.0,68.5,True,True,True,True,similarity,0.702,dense,2011,Biloxi South 5 A
